TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
12A_MSQ_22_DestroyShrine_Swap_Container,SimpleTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,12A_MSQ_22_DestroyShrine_GraceSwap03,12A_MSQ_22_DestroyShrine_PercillaSwap,12A_MSQ_22_DestroyShrine_PercillaSwap01,,
12A_MSQ_22_DestroyShrine_GraceSwap03,TaskLockAchievement,,0,,0,SwapActive_12_MB_Grace_C,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_22_DestroyShrine_PercillaSwap,TaskUnlockAchievement,,0,,0,SwapActive_12_PercillaWallen,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_22_DestroyShrine_PercillaSwap01,TaskUnlockAchievement,,0,,0,SwapActive_12_PercillaWallen_A,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_22_DestroyShrine_Cove_Container,SimpleTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,12A_MSQ_22_DestroyShrine_Defeat_Captain,12A_MSQ_22_DestroyShrine_DestroyShrine,,,
12A_MSQ_22_DestroyShrine_Defeat_Captain,TaskKillContribution,,0,,1,,,0,0,false,,,,,false,false,,0,,,,,,,Undead_Grenadier_Disease_Named_12MB06c,,,,,,,,,,,,,,,,,,,,@12A_MSQ_22_DestroyShrine_Defeat_Captain_Desc,,7074.923 2146.203 59.471,0,,,,,,,,,,,false,,,,,
12A_MSQ_22_DestroyShrine_DestroyShrine,TaskGameEvent,,0,,1,MB_MSQ2_DestroyShrine_Alter,,0,0,false,,,,,false,false,,0,,,,IO_MB_MSQ2_DestroyShrine_Alter,,,MB_MSQ2_DestroyShrine_Alter_interact,,,,,,,,,,,,,,,,,,,,@12A_MSQ_22_DestroyShrine_DestroyShrine_Desc,,7080.735 2141.247 59.392,0,,,,,,,,,,,false,,,,,
12A_MSQ_23_ToTower_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,12A_MSQ_23_ToTower_TalkToPercilla,12A_MSQ_23_ToTower_PercillaSwap01,12A_MSQ_23_ToTower_PercillaSwap02,,
12A_MSQ_23_ToTower_TalkToPercilla,TaskGoToPOITag,,0,,0,,,0,0,false,,undead_shipwreck_30102,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_23_ToTower_TalkToPercilla_Desc,,6671.678 3054.080 44.528,0,,,,,,,,,,,false,,,,,
12A_MSQ_23_ToTower_PercillaSwap01,TaskLockAchievement,,0,,0,SwapActive_12_PercillaWallen_A,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_23_ToTower_PercillaSwap02,TaskUnlockAchievement,,0,,0,SwapActive_12_PercillaWallen_B,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_24_DefeatGawain_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,12A_MSQ_24_DefeatGawain_LockDoor,12A_MSQ_24_DefeatGawain_Tower_Container,,,
12A_MSQ_24_DefeatGawain_LockDoor,TaskUnlockAchievement,,0,,0,12A_GawainDoor_Active,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_24_DefeatGawain_Tower_Container,SimpleTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,12A_MSQ_24_DefeatGawain_Defeat_Lochnir,12A_MSQ_24_DefeatGawain_CollectStaff,12A_MSQ_24_DefeatGawain_Defeat_Gawain,12A_MSQ_24_DefeatGawain_CollectCrown,
12A_MSQ_24_DefeatGawain_Defeat_Lochnir,TaskKillContribution,,0,,1,,,0,0,false,,,,,false,false,,0,,,,,,,Withered_Swarmancer_Named_12MB05c,,,,,,,,,,,,,,,,,,,,@12A_MSQ_24_DefeatGawain_Defeat_Lochnir_Desc,,6788.377 2964.842 51.818,0,,,,,,,,,,,false,,,,,
12A_MSQ_24_DefeatGawain_CollectStaff,TaskHaveAndReturnItems,,0,,1,12A_MSQ_24_LochnirStaff,Withered_Swarmancer_Named_12MB05c,100,0,false,,undead_shipwreck_30102,,,true,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_24_DefeatGawain_CollectStaff_Desc,,6788.377 2964.842 51.818,0,,,,,,,,,,,false,,,,,
12A_MSQ_24_DefeatGawain_Defeat_Gawain,TaskKillContribution,,0,,1,,,0,0,false,,,,,false,false,,0,,,,,,,Lost_Monarch,,,,,,,,,,,,,,,,,,,,@12A_MSQ_24_DefeatGawain_Defeat_Gawain_Desc,,6851.411 2927.304 77.233,0,,,,,,,,,,,false,,,,,
12A_MSQ_24_DefeatGawain_CollectCrown,TaskHaveAndReturnItems,,0,,1,12A_MSQ_24_GawainSword,MB_MSQ2_DefeatGawain_Crown,100,0,false,,undead_shipwreck_30102,,,false,false,,0,,,,IO_MB_MSQ2_DefeatGawain_Crown,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_24_DefeatGawain_CollectCrown_Desc,,6868.806 2944.981 76.164,0,,,,,,,,,,,false,,,,,
12A_MSQ_24_DefeatGawain_TalkToPercilla,TaskGoToPOITag,,0,,1,,,0,0,false,,undead_shipwreck_30102,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6671.678 3054.080 44.528,0,,,,,,,,,,,false,,,,,
12A_MSQ_25_CrownRegent_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,12A_MSQ_25_CrownRegent_GoToPrydwen,12A_MSQ_25_CrownRegent_SwapContainer,12A_MSQ_25_CrownRegent_Trigger_Whispers,,
12A_MSQ_25_CrownRegent_GoToPrydwen,TaskTriggerArea,,0,,1,,,0,0,false,,,,,false,false,,0,,,,,,Enter,,,,,,,,,,,,,,,,,,,,12A_ReturnCrown,@12_MSQ_25_CrownRegent_GoRegent_Desc,,7266.018 3749.917 129.006,0,,,,,,,,,,,false,,,,,
12A_MSQ_25_CrownRegent_Trigger_Whispers,TaskTriggerGameEvent,,0,,1,,,0,0,false,,,,,false,false,,0,,,,,,,12A_MB_whisper_04_interact,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_25_CrownRegent_SwapContainer,SimpleTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,12A_MSQ_25_CrownRegent_PercillaSwap02,12A_MSQ_25_CrownRegent_PercillaSwap03,,,
12A_MSQ_25_CrownRegent_PercillaSwap02,TaskLockAchievement,,0,,0,SwapActive_12_PercillaWallen_B,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_25_CrownRegent_PercillaSwap03,TaskUnlockAchievement,,0,,0,SwapActive_12_PercillaWallen_C,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_25_CrownRegent_TakeNote,TaskGiveAndTakeItem,,0,,1,MI_SummonsNote,,0,100,true,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_25_CrownRegent_GiveNote,TaskHaveAndReturnItems,,0,,1,MI_SummonsNote,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_MSQ_26_ToYonas_Container,SimpleTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,12A_MSQ_26_MeetYonas_TakeNote,12A_MSQ_26_MeetYonas_GiveNote,,,
12A_MSQ_26_MeetYonas_TakeNote,TaskGiveAndTakeItem,,0,,1,MI_SummonsNote,,0,100,true,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_MSQ_26_ToYonas_FindYonas,,,0,,,,,,,,,,,false,,,,,
12A_MSQ_26_MeetYonas_GiveNote,TaskHaveAndReturnItems,,0,,1,MI_SummonsNote,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_Side_01_PlaceFlowers_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_01_PlaceFlowers_Container_Desc,,,1,,,,,,,,,,,false,12A_Side_01_PlaceFlowers_GoToKingsLanding,12A_Side_01_PlaceFlowers_CollectFlowers,12A_Side_01_PlaceFlowers_PlaceFlowers,,
12A_Side_01_PlaceFlowers_GoToKingsLanding,TaskGoToPOITag,,0,,0,,,0,0,false,,lost_ruins_30150,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_01_PlaceFlowers_GoToKingsLanding_Desc,,7250.437 3400.152 40.547,0,,,,,,,,,,,false,,,,,
12A_Side_01_PlaceFlowers_CollectFlowers,TaskGatherAndReturnItems,,0,,5,12A_Side_01_AvalonLily,MB_MSQ2_PlaceFlowers_Lily,100,0,false,,,,,false,false,,0,,,,IO_MB_MSQ2_PlaceFlowers_Lily,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_01_PlaceFlowers_CollectFlowers_Desc,,7250.437 3400.152 40.547,0,,,,,,,,,,,false,,,,,
12A_Side_01_PlaceFlowers_PlaceFlowers,TaskGameEvent,,0,,1,MB_MSQ2_PlaceFlowers_Bouquet,,0,0,false,,,,,false,false,,0,,,,IO_MB_MSQ2_PlaceFlowers_Bouquet,,,MB_MSQ2_PlaceFlowers_Bouquet_interact,,,,,,,,,,,,,,,,,,,,@12A_Side_01_PlaceFlowers_PlaceFlowers_Desc,,7250.159 3377.253 42.885,0,,,,,,,,,,,false,,,,,
12A_Side_01_PlaceFlowers_TalkToFiona,TaskGoToPOITag,,0,,0,,,0,0,false,,lost_ruins_30150,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_01_PlaceFlowers_TalkToFiona_Desc,,7308.458 3725.265 108.745,0,,,,,,,,,,,false,,,,,
12A_Side_02_GatherGift_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_02_GatherGift_Container_Desc,,,1,,,,,,,,,,,false,12A_Side_02_GatherGift_GoToMiclot,12A_Side_02_GatherGift_CollectKey,12A_Side_02_GatherGift_OpenBox,,
12A_Side_02_GatherGift_GoToMiclot,TaskGoToPOITag,,0,,0,,,0,0,false,,withered_mines_30112,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_02_GatherGift_GoToMiclot_Desc,,7762.926 3782.956 110.009,0,,,,,,,,,,,false,,,,,
12A_Side_02_GatherGift_CollectKey,TaskHaveAndReturnItems,,0,,1,12A_Side_02_KeepsakeKey,lost,25,0,true,,withered_mines_30112,,,true,false,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_02_GatherGift_CollectKey_Desc,,7762.926 3782.956 110.009,0,,,,,,,,,,,false,,,,,
12A_Side_02_GatherGift_OpenBox,TaskGameEvent,,0,,1,MB_MSQ2_GatherGift_Keepsake,,0,0,false,,,,,false,false,,0,,,,IO_MB_MSQ2_GatherGift_Keepsake,,,MB_MSQ2_GatherGift_Keepsake_interact,,,,,,,,,,,,,,,,,,,,@12A_Side_02_GatherGift_OpenBox_Desc,,7793.313 3729.686 128.259,0,,,,,,,,,,,false,,,,,
12A_Side_02_GatherGift_TalkToEdda,TaskGoToPOITag,,0,,0,,,0,0,false,,greywolf_den_30131,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_02_GatherGift_TalkToEdda_Desc,,7321.611 3739.284 107.619,0,,,,,,,,,,,false,,,,,
12A_Side_03_CollectPicks_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_03_CollectPicks_Container_Desc,,,1,,,,,,,,,,,false,12A_Side_03_CollectPicks_Miclot_Container,,,,
12A_Side_03_CollectPicks_Miclot_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_03_CollectPicks_Miclot_Container_Desc,,,1,,,,,,,,,,,false,12A_Side_03_CollectPicks_GoToMiclot,12A_Side_03_CollectPicks_CollectPicks_Miclot,,,
12A_Side_03_CollectPicks_GoToMiclot,TaskGoToPOITag,,0,,0,,,0,0,false,,withered_mines_30112,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_03_CollectPicks_GoToMiclot_Desc,,7798.922 3769.465 126.290,0,,,,,,,,,,,false,,,,,
12A_Side_03_CollectPicks_CollectPicks_Miclot,TaskHaveAndReturnItems,,0,,10,12A_Side_03_MiclotPicks,lost,100,100,true,,withered_mines_30112,,,true,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_03_CollectPicks_CollectPicks_Miclot_Desc,,7798.922 3769.465 126.290,0,,,,,,,,,,,false,,,,,
12A_Side_03_CollectPicks_Adamant_Container,SimpleTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_03_CollectPicks_Adamant_Containe_Desc,,,0,,,,,,,,,,,false,12A_Side_03_CollectPicks_GoToAdamant,12A_Side_03_CollectPicks_CollectPicks_Adamant,,,
12A_Side_03_CollectPicks_GoToAdamant,TaskGoToPOITag,,0,,0,,,0,0,false,,bear_den_30108,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_03_CollectPicks_GoToAdamant_Desc,,7809.006 3620.539 190.397,0,,,,,,,,,,,false,,,,,
12A_Side_03_CollectPicks_CollectPicks_Adamant,TaskHaveAndReturnItems,,0,,5,12A_Side_03_PeakPicks,MB_MSQ2_Mining_Supplies,100,0,true,,bear_den_30108,,,false,false,,0,,,,IO_MB_MSQ2_Mining_Supplies,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_03_CollectPicks_CollectPicks_Adamant_Desc,,7809.006 3620.539 190.397,0,,,,,,,,,,,false,,,,,
12A_Side_03_CollectPicks_TalkToCemal,TaskGoToPOITag,,0,,0,,,0,0,false,,greywolf_den_30131,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_03_CollectPicks_TalkToCemal_Desc,,,0,,,,,,,,,,,false,,,,,
12A_Side_04_ExplodeBarrels_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_04_ExplodeBarrels_Container_Desc,,,1,,,,,,,,,,,false,12A_Side_04_ExplodeBarrels_GoToTraitors,12A_Side_04_ExplodeBarrels_DestroyBarrels,,,
12A_Side_04_ExplodeBarrels_GoToTraitors,TaskGoToPOITag,,0,,0,,,0,0,false,,Undead_Bastion_30203,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_04_ExplodeBarrels_GoToTraitors_Desc,,7633.989 4326.523 65.465,0,,,,,,,,,,,false,,,,,
12A_Side_04_ExplodeBarrels_DestroyBarrels,TaskKillContribution,,0,,5,,,0,0,false,,,,,false,false,,0,,,,,,,Explosive_Barrel_6_12MB01,,,,,,,,,,,,,,,,,,,,@12A_Side_04_ExplodeBarrels_DestroyBarrels_Desc,,7633.989 4326.523 65.465,0,,,,,,,,,,,false,,,,,
12A_Side_04_ExplodeBarrels_TalkToAshe,TaskGoToPOITag,,0,,0,,,0,0,false,,shipwreck_30222,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_04_ExplodeBarrels_TalkToAshe_Desc,,7589.682 4145.900 81.592,1,,,,,,,,,,,false,,,,,
12A_Side_05_ArtifactShards_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_05_ArtifactShards_Container_Desc,,,1,,,,,,,,,,,false,12A_Side_05_ArtifactShards_CollectShards,12A_Side_05_ArtifactShard_HugoSwap01,,,
12A_Side_05_ArtifactShards_GoToArchenar,TaskGoToPOITag,,0,,0,,,0,0,false,,ancient_ruins_30119,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_05_ArtifactShards_GoToArchenar_Desc,,8134.616 3540.241 115.599,0,,,,,,,,,,,false,,,,,
12A_Side_05_ArtifactShards_CollectShards,TaskHaveAndReturnItems,,0,,3,12A_Side_05_ArtifactShards,MB_MSQ2_ArtifactShards_Box,100,0,false,,,,,false,false,,0,,,,IO_MB_MSQ2_ArtifactShards_Box,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_05_ArtifactShards_CollectShards_Desc,,8134.616 3540.241 115.599,0,,,,,,,,,,,false,,,,,
12A_Side_05_ArtifactShard_HugoSwap01,TaskUnlockAchievement,,0,,0,SwapActive_12_HugoMolina_A,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_Side_05_ArtifactShard_TakeNote,TaskGiveAndTakeItem,,0,,1,MI_SummonsNote,,0,100,true,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_Side_05_ArtifactShard_GiveNote,TaskHaveAndReturnItems,,0,,1,MI_SummonsNote,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_Side_06_GatherJewels_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_06_GatherJewels_Container_Desc,,,1,,,,,,,,,,,false,12A_Side_06_GatherJewels_ArchenarCollect,,,,
12A_Side_06_GatherJewels_GoToArchenar,TaskGoToPOITag,,0,,0,,,0,0,false,,ancient_ruins_30119,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_06_GatherJewels_GoToArchenar_Desc,,8134.616 3540.241 115.599,0,,,,,,,,,,,false,,,,,
12A_Side_06_GatherJewels_ArchenarCollect,SimpleTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_06_GatherJewels_ArchenarCollect_Desc,,,0,,,,,,,,,,,false,12A_Side_06_GatherJewels_CollectStones,12A_Side_06_GatherJewels_CollectJewels,,,
12A_Side_06_GatherJewels_CollectStones,TaskHaveAndReturnItems,,0,,3,12A_Side_06_GlitteringStone,MB_MSQ2_GatherJewels_stone,100,0,false,,,,,true,false,,0,,,,IO_MB_MSQ2_GatherJewels_stone,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_06_GatherJewels_CollectStones_Desc,,8134.616 3540.241 115.599,0,,,,,,,,,,,false,,,,,
12A_Side_06_GatherJewels_CollectJewels,TaskHaveAndReturnItems,,0,,3,12A_Side_06_GlimmeringJewel,Ancient,100,0,true,,ancient_ruins_30119,,,true,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_06_GatherJewels_CollectJewels_Desc,,8134.616 3540.241 115.599,0,,,,,,,,,,,false,,,,,
12A_Side_06_GatherJewels_TakeNote,TaskGiveAndTakeItem,,0,,1,MI_SummonsNote,,0,100,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_Side_06_GatherJewels_GiveNote,TaskHaveAndReturnItems,,0,,1,MI_SummonsNote,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,false,,,,,
12A_Side_07_ForgeRing_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_07_ForgeRing_Container_Desc,,,1,,,,,,,,,,,false,12A_Side_07_ForgeRing_GoToShatterwall,12A_Side_07_ForgeRing_Collect_Container,12A_Side_07_ForgeRing_GoToLakeside,12A_Side_07_ForgeRing_TalkToIseul,12A_Side_07_ForgeRing_CraftCharm
12A_Side_07_ForgeRing_GoToShatterwall,TaskGoToPOITag,,0,,0,,,0,0,false,,witheredfarm_2_30105,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_07_ForgeRing_GoToShatterwall_Desc,,8068.045 3054.003 75.521,0,,,,,,,,,,,false,,,,,
12A_Side_07_ForgeRing_Collect_Container,SimpleTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_07_ForgeRing_Collect_Container_Desc,,,1,,,,,,,,,,,false,12A_Side_07_ForgeRing_CollectRings,,,,
12A_Side_07_ForgeRing_CollectRings,TaskHaveAndReturnItems,,0,,5,12A_Side_07_SoftGoldRing,lost,100,0,true,,witheredfarm_2_30105,,,true,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_07_ForgeRing_CollectRings_Desc,,8068.045 3054.003 75.521,0,,,,,,,,,,,false,,,,,
12A_Side_07_ForgeRing_CollectNotes,TaskHaveAndReturnItems,,0,,1,12A_Side_07_NabisNotes,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_07_ForgeRing_CollectNotes_Desc,,8068.045 3054.003 75.521,0,,,,,,,,,,,false,,,,,
12A_Side_07_ForgeRing_GoToLakeside,TaskGoToPOITag,,0,,0,,,0,0,false,,withered_farm_30113,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_07_ForgeRing_GoToLakeside_Desc,,7617.960 2970.200 82.280,0,,,,,,,,,,,false,,,,,
12A_Side_07_ForgeRing_TalkToIseul,TaskConversationState,,0,,1,12_JeongIseul,,0,0,false,,,,,false,false,,0,,,,,12_01_JeongIseul,,,,,,,,,,,,,,,,,,,,,,@12A_Side_07_ForgeRing_TalkToIseul_Desc,,7629.994 2942.636 83.830,0,,,,,,,,,,,false,,,,,
12A_Side_07_ForgeRing_CraftCharm,TaskGameEvent,,0,,1,MB_MSQ2_ForgeRing_Forge,,0,0,false,,withered_farm_30113,,,false,false,,0,,,,IO_MB_MSQ2_ForgeRing_Forge,MB_MSQ2_ForgeRing_Forge_interact,,MB_MSQ2_ForgeRing_Forge_interact,,,,,,,,,,,,,,,,,,,,@12A_Side_07_ForgeRing_CraftCharm_Desc,,7640.970 2959.265 84.416,0,,,,,,,,,,,false,,,,,
12A_Side_08_GatherFangs_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_08_GatherFangs_Container_Desc,,,1,,,,,,,,,,,false,12A_Side_08_GatherFangs_GoToSilverClaw,12A_Side_08_GatherFangs_CollectTeeth,,,
12A_Side_08_GatherFangs_GoToSilverClaw,TaskGoToPOITag,,0,,0,,,0,0,false,,alphawolf_den_30110,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_08_GatherFangs_GoToSilverClaw_Desc,,7785.934 2756.984 129.292,0,,,,,,,,,,,false,,,,,
12A_Side_08_GatherFangs_CollectTeeth,TaskHaveAndReturnItems,,0,,3,12A_Side_08_SharpCanine,wolf,100,0,false,,,,,true,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_08_GatherFangs_CollectTeeth_Desc,,7785.934 2756.984 129.292,0,,,,,,,,,,,false,,,,,
12A_Side_08_GatherFangs_TalkToHazma,TaskGoToPOITag,,0,,0,,,0,0,false,,withered_farm_30113,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_08_GatherFangs_TalkToHazma_Desc,,7644.503 2871.913 99.989,0,,,,,,,,,,,false,,,,,
12A_Side_09_CollectGlass_Container,ConsecutiveTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_09_CollectGlass_Container_Desc,,,1,,,,,,,,,,,false,12A_Side_09_CollectGlass_GoToArruda,12A_Side_09_CollectGlass_ArchenarCollect,,,
12A_Side_09_CollectGlass_GoToArruda,TaskGoToPOITag,,0,,0,,,0,0,false,,withered_farm_30116,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_09_CollectGlass_GoToArruda_Desc,,7928.478 2535.303 74.175,0,,,,,,,,,,,false,,,,,
12A_Side_09_CollectGlass_ArchenarCollect,SimpleTaskContainer,,0,,0,,,0,0,false,,,,,false,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_09_CollectGlass_ArchenarCollect_Desc,,,0,,,,,,,,,,,false,12A_Side_09_CollectGlass_CollectGlass,12A_Side_09_CollectGlass_CollectLetters,,,
12A_Side_09_CollectGlass_CollectLetters,TaskHaveAndReturnItems,,0,,3,12A_Side_09_FathersLetters,lost,100,0,true,,withered_farm_30116,,,true,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,@12A_Side_09_CollectGlass_CollectLetters_Desc,,7928.478 2535.303 74.175,0,,,,,,,,,,,false,,,,,
