TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
99C_MSQ_09_Canopus_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,99C_MSQ_09_Canopus_GoToPOI,99C_MSQ_09_Canopus_swap_container,99C_MSQ_09_Canopus_taskcontainer,99C_MSQ_09_Canopus_powered_container,
99C_MSQ_09_Canopus_GoToPOI,TaskGoToPOITag,,0,,0,,,0,,true,,ancient_ruins_50211,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_09_Canopus_GoToPOI,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_09_Canopus_swap_container,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_09_Canopus_swapMorgaineC_Off,99C_MSQ_09_Canopus_swapMorgaineD_On,,,
99C_MSQ_09_Canopus_swapMorgaineC_Off,TaskLockAchievement,,0,,0,SwapActive_99C_Morgaine_C,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_09_Canopus_swapMorgaineD_On,TaskUnlockAchievement,,0,,0,SwapActive_99C_Morgaine_D,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_09_Canopus_taskcontainer,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_09_Canopus_shield1container,99C_MSQ_09_Canopus_shield2container,99C_MSQ_09_Canopus_shield3container,99C_MSQ_09_Canopus_defeatAncients,
99C_MSQ_09_Canopus_shield1container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_09_Canopus_collectShields,99C_MSQ_09_Canopus_getShields,,,
99C_MSQ_09_Canopus_collectShields,TaskGameEvent,,0,,1,99C_MSQ2_AncientShieldDevice,,0,,false,,ancient_ruins_50211,,,false,false,,,,,,IO_99C_MSQ2_AncientShieldDevice,,,IO_99C_MSQ2_AncientShieldDevice_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_09_Canopus_collectShields,,11877.96 5473.54 53.29,0,false,false,0,,,,,,,,,,,,
99C_MSQ_09_Canopus_getShields,TaskGiveItem,,0,,1,99C_MSQ_09_UnpoweredShields,,0,,false,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_09_Canopus_shield2container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_09_Canopus_collectShields2,99C_MSQ_09_Canopus_getShields2,,,
99C_MSQ_09_Canopus_collectShields2,TaskGameEvent,,0,,1,99C_MSQ2_AncientShieldDevice2,,0,,false,,ancient_ruins_50211,,,false,false,,,,,,IO_99C_MSQ2_AncientShieldDevice2,,,IO_99C_MSQ2_AncientShieldDevice2_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_09_Canopus_collectShields2,,12016.40 5467.73 41.00,0,false,false,0,,,,,,,,,,,,
99C_MSQ_09_Canopus_getShields2,TaskGiveItem,,0,,1,99C_MSQ_09_UnpoweredShields,,0,,false,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_09_Canopus_shield3container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_09_Canopus_collectShields3,99C_MSQ_09_Canopus_getShields3,,,
99C_MSQ_09_Canopus_collectShields3,TaskGameEvent,,0,,1,99C_MSQ2_AncientShieldDevice3,,0,,false,,ancient_ruins_50211,,,false,false,,,,,,IO_99C_MSQ2_AncientShieldDevice3,,,IO_99C_MSQ2_AncientShieldDevice3_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_09_Canopus_collectShields3,,12097.83 5453.89 44.45,0,false,false,0,,,,,,,,,,,,
99C_MSQ_09_Canopus_getShields3,TaskGiveItem,,0,,1,99C_MSQ_09_UnpoweredShields,,0,,false,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_09_Canopus_defeatAncients,TaskKillContribution,,0,,9,,,0,,true,,ancient_ruins_50211,,,false,false,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@99C_MSQ_09_Canopus_defeatAncients,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_09_Canopus_powered_container,PartialTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_09_Canopus_removeunpoweredshields,99C_MSQ_09_Canopus_addpoweredshields,,,
99C_MSQ_09_Canopus_removeunpoweredshields,TaskRemoveItem,,0,,3,99C_MSQ_09_UnpoweredShields,,0,,false,,,,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_09_Canopus_addpoweredshields,TaskGiveItem,,0,,3,99C_MSQ_09_PoweredShields,,0,,false,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_10_Andrometus_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,99C_MSQ_10_Andrometus_chest_container,99C_MSQ_10_Andrometus_waveEvent_container,99C_MSQ_10_Andrometus_haveBlightJar,,
99C_MSQ_10_Andrometus_chest_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_10_Andrometus_chest_trigger,99C_MSQ_10_Andrometus_interactBlightChest,99C_MSQ_10_Andrometus_openBlightChest,99C_MSQ_10_Andrometus_giveBlightPotions,
99C_MSQ_10_Andrometus_chest_trigger,TaskTriggerArea,,0,,1,,,0,,false,,ancient_ruins_50235,,,false,false,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,Blight_Trigger,@99C_MSQ_10_Andrometus_chest_trigger,,12091.69 5279.92 51.21,0,false,false,0,,,,,,,,,,,,
99C_MSQ_10_Andrometus_interactBlightChest,TaskGameEvent,,0,,1,,,0,,false,,ancient_ruins_50235,,,false,false,,,,,,IO_99C_MSQ2_AncientChestBlight,,,IO_99C_MSQ2_AncientChestBlight_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_10_Andrometus_ancientChest,,12091.69 5279.92 51.21,0,false,false,0,,,,,,,,,,,,
99C_MSQ_10_Andrometus_openBlightChest,TaskUnlockAchievement,,0,,1,Unlock_Animation_AncientLockedBlightChestOpen,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_10_Andrometus_giveBlightPotions,TaskGiveItem,,0,,3,TinctureBlightT2,,0,,false,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_10_Andrometus_waveEvent_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_10_Andrometus_waveEvent,99C_MSQ_10_Andrometus_unlockConsole,99C_MSQ_10_Andrometus_fight_container,,
99C_MSQ_10_Andrometus_waveEvent,TaskGameEvent,,0,,1,,,0,,false,,ancient_ruins_50235,,,false,false,,,,,,IO_99C_MSQ2_AncientConsole,,,IO_99C_MSQ2_AncientConsole_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_10_Andrometus_waveEvent,,12134.12 5266.31 50.59,0,false,true,0,,,,,,,,,,,,
99C_MSQ_10_Andrometus_unlockConsole,TaskUnlockAchievement,,0,,1,Unlock_Animation_AncientConsole,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_10_Andrometus_fight_container,PartialTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_10_Andrometus_killFinalWave,99C_MSQ_10_Andrometus_useBlightPotions,,,
99C_MSQ_10_Andrometus_killFinalWave,TaskHaveAndReturnItems,,0,,1,99C_MSQ_10_BottledBlight,Dryad_Fulgoris,100,,false,,ancient_ruins_50235,,,false,false,,,,,,IO_99C_MSQ2_AncientConsole,,,Dryad_Fulgoris,,,,,,,,,,,,,,,,,,,,@99C_MSQ_10_Andrometus_killFinalWave,,12134.12 5266.31 50.59,0,false,false,0,,,,,,,,,,,,
99C_MSQ_10_Andrometus_useBlightPotions,SimpleTaskContainer,,0,,1,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_10_Andrometus_useBlightPotions,,,0,false,false,0,,,,,,,,99C_MSQ_10_Andrometus_useBlightPotions2,99C_MSQ_10_Andrometus_useBlightPotions3,99C_MSQ_10_Andrometus_useBlightPotions4,99C_MSQ_10_Andrometus_useBlightPotions5,
99C_MSQ_10_Andrometus_useBlightPotions2,TaskUseItems,,0,,1,TinctureBlightT2,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_10_Andrometus_useBlightPotions,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_10_Andrometus_useBlightPotions3,TaskUseItems,,0,,1,TinctureBlightT3,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_10_Andrometus_useBlightPotions,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_10_Andrometus_useBlightPotions4,TaskUseItems,,0,,1,TinctureBlightT4,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_10_Andrometus_useBlightPotions,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_10_Andrometus_useBlightPotions5,TaskUseItems,,0,,1,TinctureBlightT5,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_10_Andrometus_useBlightPotions,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_10_Andrometus_haveBlightJar,TaskHaveItems,,0,,1,99C_MSQ_10_BottledBlight,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_10_Andrometus_haveBlightJar,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_11_Lepus_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,IO_MSQ_0027_StormwallBarrier,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,99C_MSQ_11_Lepus_swap_container1,99C_MSQ_11_Lepus_travel_container,99C_MSQ_11_Lepus_whisper_container,99C_MSQ_11_Lepus_swap_container2,99C_MSQ_11_Lepus_exitTrigger
99C_MSQ_11_Lepus_swap_container1,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_11_Lepus_swapAdiana_On,,,,
99C_MSQ_11_Lepus_swapAdiana_On,TaskUnlockAchievement,,0,,0,SwapActive_99C_Adiana_A,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_11_Lepus_travel_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_11_Lepus_followBlight,99C_MSQ_11_Lepus_followBlight1,99C_MSQ_11_Lepus_followBlight2,99C_MSQ_11_Lepus_talk_Adiana,
99C_MSQ_11_Lepus_followBlight,TaskGameEvent,,0,,1,,,0,,false,,ancient_ruins_50236,,,false,false,,,,,,IO_99C_MSQ2_BlightBombA,,,IO_99C_MSQ2_BlightBombA_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_11_Lepus_followBlight,,12012.43 5104.69 40.73,0,false,false,0,,,,,,,,,,,,
99C_MSQ_11_Lepus_followBlight1,TaskGameEvent,,0,,1,,,0,,false,,ancient_ruins_50236,,,false,false,,,,,,IO_99C_MSQ2_BlightBombB,,,IO_99C_MSQ2_BlightBombB_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_11_Lepus_followBlight1,,12033.32 5082.20 40.73,0,false,false,0,,,,,,,,,,,,
99C_MSQ_11_Lepus_followBlight2,TaskGameEvent,,0,,1,,,0,,false,,ancient_ruins_50236,,,false,false,,,,,,IO_99C_MSQ2_BlightBombC,,,IO_99C_MSQ2_BlightBombC_interact,,,,,,,,,,,,,,,,,,,,@99C_MSQ_11_Lepus_followBlight2,,12059.83 5072.68 40.46,0,false,false,0,,,,,,,,,,,,
99C_MSQ_11_Lepus_talk_Adiana,TaskConversationTopic,,0,,1,99C_Adiana,,0,,false,,ancient_ruins_50236,,,false,false,,,,,,,99C_MSQ_11_Adiana_Blight,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_11_Lepus_talk_Adiana,,12080.62 5076.21 45.58,0,false,false,0,,,,,,,,,,,,
99C_MSQ_11_Lepus_whisper_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,ancient_ruins_50236,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_11_Lepus_trigger,99C_MSQ_11_Lepus_trigger_whispers,,,
99C_MSQ_11_Lepus_trigger,TaskTriggerArea,,0,,1,,,0,,false,,ancient_ruins_50236,,,false,false,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,Lepus_Trigger,@99C_MSQ_11_Lepus_enter,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_11_Lepus_trigger_whispers,TaskTriggerGameEvent,,0,,1,,,0,,false,,,,,false,false,,,,,,,,,99C_Isabella_whisper_WF_03_interact,,,,,,,,,,,,,,,,,,,,,,,1,true,false,0,,,,,,,,,,,,
99C_MSQ_11_Lepus_swap_container2,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_11_Lepus_swapAdiana_Off,99C_MSQ_11_Lepus_DoorAlwaysOn,,,
99C_MSQ_11_Lepus_swapAdiana_Off,TaskLockAchievement,,0,,0,SwapActive_99C_Adiana_A,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_11_Lepus_DoorAlwaysOn,TaskUnlockAchievement,,0,,0,SwapActive_StormwallBarrier_On,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_11_Lepus_exitTrigger,TaskTriggerArea,,0,,1,,,0,,false,,ancient_ruins_50236,,,false,false,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,Lepus_ExitTrigger,@99C_MSQ_11_Lepus_exit,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_12_Vector_container,ConsecutiveTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,99C_MSQ_12_Vector_unlock_container,99C_MSQ_12_Vector_swapContainer,99C_MSQ_12_Vector_partial_container,99C_MSQ_12_Vector_GoToPOICheck,
99C_MSQ_12_Vector_unlock_container,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,99C_MSQ_12_Vector_UnlockShrine,99C_MSQ_12_Vector_UnlockShrineCharted,,,
99C_MSQ_12_Vector_UnlockShrine,TaskUnlockAchievement,,0,,0,spiritshrine_04_50255_discovered,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_12_Vector_UnlockShrineCharted,TaskUnlockAchievement,,0,,0,spiritshrine_04_50255_charted,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_12_Vector_swapContainer,SimpleTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_12_Vector_swapNewYonasOff,99C_MSQ_12_Vector_swapOldYonasOn,,,
99C_MSQ_12_Vector_swapNewYonasOff,TaskLockAchievement,,0,,0,SwapActive_99B_Yonas_p9_On,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_12_Vector_swapOldYonasOn,TaskUnlockAchievement,,0,,0,SwapActive_AlazarYonas_OnOff,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,,,,,
99C_MSQ_12_Vector_partial_container,PartialTaskContainer,,0,,0,,,0,,false,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,false,false,0,,,,,,,,99C_MSQ_12_Vector_GoToPOI,99C_MSQ_12_Vector_UseShrine,,,
99C_MSQ_12_Vector_GoToPOI,TaskGoToPOITag,,0,,0,,,0,,true,,soulwarden_camp_50392,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_12_Vector_GoToPOI,,9266.12 6556.18 330.31,0,false,false,0,,,,,,,,,,,,
99C_MSQ_12_Vector_UseShrine,TaskGoToPOITag,,0,,0,,,0,,true,,spiritshrine_04_50255,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_12_Vector_UseShrine,,,0,false,false,0,,,,,,,,,,,,
99C_MSQ_12_Vector_GoToPOICheck,TaskGoToPOITag,,0,,0,,,0,,true,,soulwarden_camp_50392,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@99C_MSQ_12_Vector_GoToPOI,,9266.12 6556.18 330.31,0,false,false,0,,,,,,,,,,,,
