ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,IconCaptureGroup,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Legs_Malachite_H,@Skin_Legs_Malachite_H_MasterName,Armor,,@Skin_Legs_Malachite_H_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_VinespunMalachiteMTXH_legs,f_VinespunMalachiteMTXH_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_Malachite_H,@Skin_Feet_Malachite_H_MasterName,Armor,,@Skin_Feet_Malachite_H_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_VinespunMalachiteMTXH_feet,f_VinespunMalachiteMTXH_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_Malachite_H,@Skin_Hands_Malachite_H_MasterName,Armor,,@Skin_Hands_Malachite_H_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_VinespunMalachiteMTXH_gloves,f_VinespunMalachiteMTXH_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Rapier_Floral,@Skin_Rapier_Floral_MasterName,Weapon,,@Skin_Rapier_Floral_Description,EquippableMainHand+Rapier+Melee,,,,0,0,0,0,0,0,Skin_Rapier,,,,0,0,,,,,,,,,,,0,,0,0,0,Rapier,UI_Weapon,,,1hRapierFloralT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_ShieldR_Floral,@Skin_ShieldR_Floral_MasterName,Weapon,,@Skin_ShieldR_Floral_Description,EquippableOffHand+Shield,,,,0,0,0,0,0,0,Skin_Shield,,,,0,0,,,,,,,,,,,0,,0,0,0,RoundShield,UI_Weapon,,,1hRoundShieldFloralT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_IceGaunt_Floral,@Skin_IceGaunt_Floral_MasterName,Weapon,,@Skin_IceGaunt_Floral_Description,EquippableMainHand+IceMagic+Magic,,,,0,0,0,0,0,0,Skin_IceGauntlet,,,,0,0,,,,,,,,,,,0,,0,0,0,Gauntlet,UI_Weapon,,,2hIceGauntletFloralT5,,0,0,,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Lifestaff_Floral,@Skin_Lifestaff_Floral_MasterName,Weapon,,@Skin_Lifestaff_Floral_Description,EquippableMainHand+LifeStaff+Magic,,,,0,0,0,0,0,0,Skin_LifeStaff,,,,0,0,,,,,,,,,,,0,,0,0,0,StaffLife,UI_Weapon,,,2hLifeStaffFloralT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Musket_Floral,@Skin_Musket_Floral_MasterName,Weapon,,@Skin_Musket_Floral_Description,EquippableTwoHand+Musket+Ranged,,,,0,0,0,0,0,0,Skin_Musket,,,,0,0,,,,,,,,,,,0,,0,0,0,Musket,UI_Weapon,,,2hMusketFloralT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Blunderbuss_Floral,@Skin_Blunderbuss_Floral_MasterName,Weapon,,@Skin_Blunderbuss_Floral_Description,EquippableTwoHand+Blunderbuss+Ranged,,,,0,0,0,0,0,0,Skin_Blunderbuss,,,,0,0,,,,,,,,,,,0,,0,0,0,Blunderbuss,UI_Weapon,,,2hBlunderbussFloralT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_PrimeEyes,@Skin_Head_PrimeEyes_MasterName,Armor,,@Skin_Head_PrimeEyes_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_isabellaTwitch_head,f_isabellaTwitch_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_Adobe,@Skin_Chest_Adobe_MasterName,Armor,,@Skin_Chest_Adobe_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_CrimsonPlague_chest,f_CrimsonPlague_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_Adobe,@Skin_Head_Adobe_MasterName,Armor,,@Skin_Head_Adobe_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_CrimsonPlague_head,f_CrimsonPlague_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_Adobe,@Skin_Legs_Adobe_MasterName,Armor,,@Skin_Legs_Adobe_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_CrimsonPlague_legs,f_CrimsonPlague_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_Adobe,@Skin_Feet_Adobe_MasterName,Armor,,@Skin_Feet_Adobe_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_CrimsonPlague_feet,f_CrimsonPlague_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_Adobe,@Skin_Hands_Adobe_MasterName,Armor,,@Skin_Hands_Adobe_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_CrimsonPlague_gloves,f_CrimsonPlague_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Longsword_CrimsonEdge,@Skin_Longsword_CrimsonEdge_MasterName,Weapon,,@Skin_Longsword_CrimsonEdge_Description,EquippableMainHand+Sword+Melee,,,,0,0,0,0,0,0,Skin_Longsword,,,,0,0,,,,,,,,,,,0,,0,0,0,Longsword,UI_Weapon,,,1hSwordCrimsonEdgeT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_FateFortuneTellerL,@Skin_Chest_FateFortuneTellerL_MasterName,Armor,,@Skin_Chest_FateFortuneTellerL_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_FateFortuneTellerL_chest,f_FateFortuneTellerL_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_FateFortuneTellerL,@Skin_Head_FateFortuneTellerL_MasterName,Armor,,@Skin_Head_FateFortuneTellerL_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,HeadHat,,m_FateFortuneTellerL_head,f_FateFortuneTellerL_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_FateFortuneTellerL,@Skin_Legs_FateFortuneTellerL_MasterName,Armor,,@Skin_Legs_FateFortuneTellerL_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_FateFortuneTellerL_legs,f_FateFortuneTellerL_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_FateFortuneTellerL,@Skin_Feet_FateFortuneTellerL_MasterName,Armor,,@Skin_Feet_FateFortuneTellerL_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_FateFortuneTellerL_feet,f_FateFortuneTellerL_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_FateFortuneTellerL,@Skin_Hands_FateFortuneTellerL_MasterName,Armor,,@Skin_Hands_FateFortuneTellerL_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_FateFortuneTellerL_gloves,f_FateFortuneTellerL_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_ShieldT_FateFortune,@Skin_ShieldT_FateFortune_MasterName,Weapon,,@Skin_ShieldT_FateFortune_Description,EquippableOffHand+Shield,,,,0,0,0,0,0,0,Skin_Shield,,,,0,0,,,,,,,,,,,0,,0,0,0,TowerShield,UI_Weapon,,,1hTowerShieldFateFortuneT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Spear_FateFortune,@Skin_Spear_FateFortune_MasterName,Weapon,,@Skin_Spear_FateFortune_Description,EquippableTwoHand+Spear+Melee,,,,0,0,0,0,0,0,Skin_Spear,,,,0,0,,,,,,,,,,,0,,0,0,0,Spear,UI_Weapon,,,2hSpearFateFortuneT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hatchet_FateFortune,@Skin_Hatchet_FateFortune_MasterName,Weapon,,@Skin_Hatchet_FateFortune_Description,EquippableMainHand+Hatchet+Melee,,,,0,0,0,0,0,0,Skin_Hatchet,,,,0,0,,,,,,,,,,,0,,0,0,0,ThrowingAxe,UI_Weapon,,,1hHatchetFateFortuneT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Lifestaff_FateFortune,@Skin_Lifestaff_FateFortune_MasterName,Weapon,,@Skin_Lifestaff_FateFortune_Description,EquippableMainHand+LifeStaff+Magic,,,,0,0,0,0,0,0,Skin_LifeStaff,,,,0,0,,,,,,,,,,,0,,0,0,0,StaffLife,UI_Weapon,,,2hLifeStaffFateFortuneT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Blunderbuss_FateFortune,@Skin_Blunderbuss_FateFortune_MasterName,Weapon,,@Skin_Blunderbuss_FateFortune_Description,Weapon+EquippableTwoHand+Musket+Ranged,,,,0,0,0,0,0,0,Skin_Blunderbuss,,,,0,0,,,,,,,,,,,0,,0,0,0,Blunderbuss,UI_Weapon,,,2hBlunderbussFateFortuneT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_VoidGauntlet_FateFortune,@Skin_VoidGauntlet_FateFortune_MasterName,Weapon,,@Skin_VoidGauntlet_FateFortune_Description,EquippableMainHand+VoidGauntlet+Magic,,,,0,0,0,0,0,0,Skin_VoidGauntlet,,,,0,0,,,,,,,,,,,0,,0,0,0,Gauntlet,UI_Weapon,,,2hVoidGauntletFateFortuneT5,,0,0,,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_FateFortune_AzothScepter,@Skin_FateFortune_AzothScepter_Name,Weapon,,@Skin_FateFortune_AzothScepter_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,0,0,0,0,0,0,Skin_AzothStaff,,,,0,0,,,,,,,,,,,0,,0,0,0,AzothStaff,UI_Tools,,,2hAzothScepterFateFortuneT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_FateFortune_FishingPole,@Skin_FateFortune_FishingPole_Name,Weapon,,@Skin_FateFortune_FishingPole_Description,EquippableTool+FishingPole,,,,0,0,0,0,0,0,Skin_FishingPole,,,,0,0,,,,,,,,,,,0,,0,0,0,FishingPole,UI_Tools,,,2hFishingPoleFateFortuneT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_FateFortune_LoggingAxe,@Skin_FateFortune_LoggingAxe_Name,Weapon,,@Skin_FateFortune_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,0,0,0,0,0,0,Skin_LoggingAxe,,,,0,0,,,,,,,,,,,0,,0,0,0,2hLoggingAxe,UI_Tools,,,2hLoggingAxeFateFortuneT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_FateFortune_Pickaxe,@Skin_FateFortune_Pickaxe_Name,Weapon,,@Skin_FateFortune_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,0,0,0,0,0,0,Skin_Pick,,,,0,0,,,,,,,,,,,0,,0,0,0,2hPickAxe,UI_Tools,,,1hPickaxeFateFortuneT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_FateFortune_Sickle,@Skin_FateFortune_Sickle_Name,Weapon,,@Skin_FateFortune_Sickle_Description,EquippableTool+Axe+Sickle,,,,0,0,0,0,0,0,Skin_Sickle,,,,0,0,,,,,,,,,,,0,,0,0,0,Sickle,UI_Tools,,,1hSickleFateFortuneT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_FateFortune_SkinningKnife,@Skin_FateFortune_SkinningKnife_Name,Weapon,,@Skin_FateFortune_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,0,0,0,0,0,0,Skin_SkinningKnife,,,,0,0,,,,,,,,,,,0,,0,0,0,SkinningKnife,UI_Tools,,,1hSkinningKnifeFateFortuneT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_FateFortuneSteampunkH,@Skin_Chest_FateFortuneSteampunkH_MasterName,Armor,,@Skin_Chest_FateFortuneSteampunkH_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_FateFortuneSteampunkH_chest,f_FateFortuneSteampunkH_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_FateFortuneSteampunkH,@Skin_Head_FateFortuneSteampunkH_MasterName,Armor,,@Skin_Head_FateFortuneSteampunkH_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_FateFortuneSteampunkH_head,f_FateFortuneSteampunkH_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_FateFortuneSteampunkH,@Skin_Legs_FateFortuneSteampunkH_MasterName,Armor,,@Skin_Legs_FateFortuneSteampunkH_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_FateFortuneSteampunkH_legs,f_FateFortuneSteampunkH_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_FateFortuneSteampunkH,@Skin_Feet_FateFortuneSteampunkH_MasterName,Armor,,@Skin_Feet_FateFortuneSteampunkH_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_FateFortuneSteampunkH_feet,f_FateFortuneSteampunkH_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_FateFortuneSteampunkH,@Skin_Hands_FateFortuneSteampunkH_MasterName,Armor,,@Skin_Hands_FateFortuneSteampunkH_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_FateFortuneSteampunkH_gloves,f_FateFortuneSteampunkH_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_FanaticSaintL,@Skin_Chest_FanaticSaintL_MasterName,Armor,,@Skin_Chest_FanaticSaintL_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_fanaticSaintPrimeLT5_Chest,f_fanaticSaintPrimeLT5_Chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_FanaticSaintL,@Skin_Head_FanaticSaintL_MasterName,Armor,,@Skin_Head_FanaticSaintL_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_fanaticSaintPrimeLT5_head,f_fanaticSaintPrimeLT5_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_FanaticSaintL,@Skin_Legs_FanaticSaintL_MasterName,Armor,,@Skin_Legs_FanaticSaintL_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_fanaticSaintPrimeLT5_legs,f_fanaticSaintPrimeLT5_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_FanaticSaintL,@Skin_Feet_FanaticSaintL_MasterName,Armor,,@Skin_Feet_FanaticSaintL_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_fanaticSaintPrimeLT5_feet,f_fanaticSaintPrimeLT5_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_FanaticSaintL,@Skin_Hands_FanaticSaintL_MasterName,Armor,,@Skin_Hands_FanaticSaintL_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_fanaticSaintPrimeLT5_hands,f_fanaticSaintPrimeLT5_hands,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_WarHammer_ClassicRPG,@Skin_WarHammer_ClassicRPG_MasterName,Weapon,,@Skin_WarHammer_ClassicRPG_Description,EquippableTwoHand+2HHammer+Melee,,,,0,0,0,0,0,0,Skin_WarHammer,,,,0,0,,,,,,,,,,,0,,0,0,0,WarHammer,UI_Weapon,,,2hWarhammerClassicRPGT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Bow_ClassicRPG,@Skin_Bow_ClassicRPG_MasterName,Weapon,,@Skin_Bow_ClassicRPG_Description,EquippableTwoHand+Bow+Ranged,,,,0,0,0,0,0,0,Skin_Bow,,,,0,0,,,,,,,,,,,0,,0,0,0,Bow,UI_Weapon,,,2hBowClassicRPGT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Firestaff_ClassicRPG,@Skin_Firestaff_ClassicRPG_MasterName,Weapon,,@Skin_Firestaff_ClassicRPG_Description,EquippableMainHand+FireStaff+Magic,,,,0,0,0,0,0,0,Skin_FireStaff,,,,0,0,,,,,,,,,,,0,,0,0,0,StaffFire,UI_Weapon,,,2hFireStaffClassicRPGT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_GreatAxe_ClassicRPG,@Skin_GreatAxe_ClassicRPG_MasterName,Weapon,,@Skin_GreatAxe_ClassicRPG_Description,EquippableTwoHand+2HAxe+Melee,,,,0,0,0,0,0,0,Skin_GreatAxe,,,,0,0,,,,,,,,,,,0,,0,0,0,GreatAxe,UI_Weapon,,,2hGreatAxeClassicRPGT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_ShieldK_ClassicRPG,@Skin_ShieldK_ClassicRPG_MasterName,Weapon,,@Skin_ShieldK_ClassicRPG_Description,EquippableOffHand+Shield+Kite,,,,0,0,0,0,0,0,Skin_Shield,,,,0,0,,,,,,,,,,,0,,0,0,0,KiteShield,UI_Weapon,,,1hKiteShieldClassicRPGT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Longsword_ClassicRPG,@Skin_Longsword_ClassicRPG_MasterName,Weapon,,@Skin_Longsword_ClassicRPG_Description,EquippableMainHand+Sword+Melee,,,,0,0,0,0,0,0,Skin_Longsword,,,,0,0,,,,,,,,,,,0,,0,0,0,Longsword,UI_Weapon,,,1hSwordClassicRPGT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_RPGBarbarian,@Skin_Chest_RPGBarbarian_MasterName,Armor,,@Skin_Chest_RPGBarbarian_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_RPGBarbarianM_chest,f_RPGBarbarianM_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_RPGBarbarian,@Skin_Head_RPGBarbarian_MasterName,Armor,,@Skin_Head_RPGBarbarian_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_RPGBarbarianM_head,f_RPGBarbarianM_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_RPGBarbarian,@Skin_Legs_RPGBarbarian_MasterName,Armor,,@Skin_Legs_RPGBarbarian_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_RPGBarbarianM_legs,f_RPGBarbarianM_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_RPGBarbarian,@Skin_Feet_RPGBarbarian_MasterName,Armor,,@Skin_Feet_RPGBarbarian_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_RPGBarbarianM_feet,f_RPGBarbarianM_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_RPGBarbarian,@Skin_Hands_RPGBarbarian_MasterName,Armor,,@Skin_Hands_RPGBarbarian_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_RPGBarbarianM_gloves,f_RPGBarbarianM_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_RPGKnight,@Skin_Chest_RPGKnight_MasterName,Armor,,@Skin_Chest_RPGKnight_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_RPGKnightH_chest,f_RPGKnightH_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_RPGKnight,@Skin_Head_RPGKnight_MasterName,Armor,,@Skin_Head_RPGKnight_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_RPGKnightH_head,f_RPGKnightH_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_RPGKnight,@Skin_Legs_RPGKnight_MasterName,Armor,,@Skin_Legs_RPGKnight_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_RPGKnightH_legs,f_RPGKnightH_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_RPGKnight,@Skin_Feet_RPGKnight_MasterName,Armor,,@Skin_Feet_RPGKnight_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_RPGKnightH_feet,f_RPGKnightH_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_RPGKnight,@Skin_Hands_RPGKnight_MasterName,Armor,,@Skin_Hands_RPGKnight_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_RPGKnightH_gloves,f_RPGKnightH_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
