SpellID,StatusEffects,StatusEffectDurations,Revive,Siphon,AttachToOwner,StickWhenAttached,StoreOffsetWhenStuckToGDE,UseDirectTargetAsAttachOwner,SpawnSecondaryOnElapsed,SpawnSecondaryOnCollision,EndOnCasterDeath,IgnoreTargetIfAtDeathsDoor,IgnoreTargetIfDead,UseCameraTargetLock,TrackNumInVolume,ClearOnExit,ClearOnEnd,ManaCost,UseStatusEffectDuration,Duration,DurationScaling,Height,Length,Radius,InnerRadius,RadiusScaling,MaxRadiusScaling,CastDistance,CastHeight,CastRadius,ConeAngle,ConeWidth,ChannelTime,ChainDelayDuration,MaxChainNum,UseChainCasterPaperdoll,SpawnBeamCasterJoint,NumToSpawn,NumToSpawnBeforeFail,SpawnRate,SpawnAngle,SecondarySpellProjectileLaunchAngles,SecondaryProjectileLaunchMinZSpeeds,SecondaryProjectileLaunchMaxZSpeeds,SecondaryProjectileLaunchZOffset,IgnoreRotationForSecondaryProjectileLaunchZSpd,ScaleWithCharacterBoundingBox,ScaleWithDynamicScale,TargetTypes,SpellTypes,CastingTypes,HitAiTarget,OverrideTargetForAiThreat,ShapeTypes,DamageType,CheckObstructions,IgnoreOverheadCollision,IgnoreStructures,IgnoreSelf,IsUnaffiliated,WeaponSlotOverride,RangedAttackProfile,RangedAttackName,FireJointName,ProjPosOffsetX,ProjPosOffsetY,ProjPosOffsetZ,ProjRotOffsetX,ProjRotOffsetY,ProjRotOffsetZ,CharRelPosOffsetX,CharRelPosOffsetY,CharRelPosOffsetZ,CharRelRotOffsetX,CharRelRotOffsetY,CharRelRotOffsetZ,ProjRaycastOrientation,BaseDamage,DamageTable,DamageTableRow,AbilityId,TargetAbilityCondition,BeamEffect,IndicatorVFX,SpellPrefabPath,SecondaryPrefabPath,SecondarySpellID,TertiaryPrefabPath,TertiarySpellID
Maiden_Dragon_Dive,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,4100,,4,1,1,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Projectile,false,,Box,,false,true,false,false,false,,AI_Empress,Dragon,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyMaidenDamageTable,Dragon_Dive,,,,,Characters/SpellSlices/dynasty_maiden_dragon_dive,,,,
Pedestal_Dragon_Dive,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,4100,,4,1,1,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Projectile,false,,Box,,false,true,false,false,false,,AI_Empress,Dragon,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyEmpressPedestalDamageTable,Dragon_Dive,,,,,Characters/SpellSlices/dynasty_maiden_dragon_dive,,,,
Empress_Dragon_Round,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,6000,,5,0,7,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyEmpressDamageTable,Dragon_Round,,,,,Characters/SpellSlices/dynasty_empress_dragon_round,,,,
Maiden_Dragon_Round,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,6000,,5,0,5.300000190734863,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyMaidenDamageTable,Dragon_Round,,,,,Characters/SpellSlices/dynasty_maiden_dragon_round,,,,
Pedestal_Dragon_Round,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,6000,,5,0,5.300000190734863,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyEmpressPedestalDamageTable,Dragon_Round,,,,,Characters/SpellSlices/dynasty_maiden_dragon_round,,,,
Empress_Corruption_Blast,AI_Empress_Blast_Damage,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,3000,,1,1.399999976158142,1,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Projectile,false,,Box,,false,true,false,false,false,,AI_Empress,Blast,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyEmpressDamageTable,Corruption_Blast,,,,,Characters/SpellSlices/dynasty_empress_corrupted_blast,,,,
Empress_Corruption_Wave_1,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,500,,5,0,4,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,SquareToroid,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyEmpressDamageTable,Corruption_Wave,,AI_Empress_WaveImmunity,,,Characters/SpellSlices/dynasty_empress_corruption_wave_1,,,,
Empress_Corruption_Wave_2,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,500,,5,0,8,4,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,SquareToroid,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyEmpressDamageTable,Corruption_Wave,,AI_Empress_WaveImmunity,,,Characters/SpellSlices/dynasty_empress_corruption_wave_2,,,,
Empress_Corruption_Wave_3,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,500,,5,0,12,8,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,SquareToroid,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyEmpressDamageTable,Corruption_Wave,,AI_Empress_WaveImmunity,,,Characters/SpellSlices/dynasty_empress_corruption_wave_3,,,,
Empress_Corruption_Wave_4,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,500,,5,0,16,12,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,SquareToroid,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyEmpressDamageTable,Corruption_Wave,,AI_Empress_WaveImmunity,,,Characters/SpellSlices/dynasty_empress_corruption_wave_4,,,,
Empress_Corruption_Wave_5,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,500,,5,0,20,16,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,SquareToroid,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,DynastyEmpressDamageTable,Corruption_Wave,,AI_Empress_WaveImmunity,,,Characters/SpellSlices/dynasty_empress_corruption_wave_5,,,,
Maiden_Corruption_Breakout,ApplyCurseL4,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,5000,,5,0,2,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0.75,0,0,0,0,,,,,,,,,Characters/SpellSlices/dynasty_maiden_corruption_pool,,,,
Ghost_Frozen_FrostAura,FrozenGhost_FrostAura,,,false,true,false,false,,false,false,false,false,false,,false,true,true,,false,-1,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Items/Weapons/spell_ghost_frozen_frostaura,,,,
Ghost_Frozen_FogWall,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,10000,,5,0,10,0,0,0,30,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Items/Weapons/spell_ghost_frozen_fogwall,,,,
Ghost_Frozen_IceWall,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,10000,,5,0,10,0,0,0,2,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostFrozenDamageTable,Spell_Frozen_Ice_Wall,,,,,Characters/SpellSlices/ghost_frozen_ice_wall_spawner,,,,
Ghost_Frozen_IceWall_Boss,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,10000,,5,0,10,0,0,0,2,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostFrozenDamageTable,Spell_Frozen_Ice_Wall,,,,,Characters/SpellSlices/ghost_frozen_ice_wall_spawner_boss,,,,
Ghost_Frozen_IceBomb,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,1000,,5,0,0,0,0,0,12,20,5,0,0,0,0,0,false,,0,0,500,0,,,,0,false,false,false,Enemy,Elemental,Meteor,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Meteor,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostFrozenDamageTable,Spell_Frozen_Summon_Icicle,,,,,Characters/SpellSlices/spell_meteor_spawn_ice_bomb,Characters/SpellSlices/ghost_frozen_ice_bomb,,,
Ghost_Charred_ImmolatedGround,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,8000,,5,0,4,0,0,0,12,0,4,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostCharredDamageTable,Spell_Charred_Immolated_Ground,,,,,Characters/SpellSlices/ghost_charred_immolated_ground_explosion,,,,
Ghost_Charred_SelfDestruct,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,5000,,5,0,12,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostCharredDamageTable,Spell_Charred_Self_Destruct,,,,,Characters/SpellSlices/ghost_charred_self_destruct_explosion,,,,
Ghost_Charred_FireWave,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,10000,,5,0,4,0,0,0,2,0,0,55,1.5,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Wedge,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostCharredDamageTable,Spell_Charred_Fire_Wave,,,,,Characters/SpellSlices/ghost_charred_fire_wave,,,,
Ghost_Charred_Dragon,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,6000,,5,0,7,0,0,0,12,0,4,80,3,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Wedge,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostCharredDamageTable,Spell_Charred_Immolated_Ground,,,,,Characters/SpellSlices/dragon_demo,,,,
Ghost_Shipwrecked_LightningStorm,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,2800,,5,0,0,0,0,0,12,20,8,0,0,0,0,0,false,,0,0,370,0,,,,0,false,false,false,Enemy,Elemental,Meteor,false,,,Lightning,false,true,false,false,false,,AI_Ranged_AOE,Meteor,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostShipwreckedDamageTable,Spell_Shipwrecked_Lightning_Storm,,,,,Characters/SpellSlices/spell_meteor_spawn_lightning_storm,Characters/SpellSlices/ghost_shipwrecked_lightning_strike,,,
Ghost_Shipwrecked_DragUnder,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,true,8000,,5,0,5,0,0,0,12,0,4,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/ghost_shipwrecked_drag_under,,,,
Ghost_Shipwrecked_StormWinds,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,10000,,5,0,4,0,0,0,2,0,0,55,1.5,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Wedge,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostShipwreckedDamageTable,Spell_Shipwrecked_Storm_Winds,,,,,Characters/SpellSlices/ghost_shipwrecked_storm_winds,,,,
Ghost_Plagued_AcidSpray,PlaguedGhost_AcidSpray,,,false,true,false,false,,false,false,true,false,false,,false,true,true,,false,1000,,5,0,4,0,0,0,2,0,0,20,0.5,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Wedge,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/ghost_plagued_acid_spray,,,,
Ghost_Plagued_PlagueNova,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,5000,,5,0,4,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostPlaguedDamageTable,Spell_Plagued_Plague_Nova,,,,,Characters/SpellSlices/ghost_plagued_plague_nova,,,,
Ghost_Plagued_DiseaseSwarm,PlaguedGhost_DiseaseSwarm,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,10000,,5,0,1,0,0,0,0.5,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/ghost_plagued_swarm,,,,
Ghost_Shackled_NoEscape,ShackledGhost_Doom,,,false,false,false,false,,false,false,true,false,false,,false,false,false,,true,10000,,5,0,6,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostShackledDamageTable,Spell_Shackled_No_Escape,,,,,Characters/SpellSlices/ghost_shackled_no_escape,,,,
Ghost_Shackled_NoEscape_Ranged,ShackledGhost_Doom,,,false,false,false,false,,false,false,true,false,false,,false,false,false,,true,10000,,5,0,6,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostShackledDamageTable,Spell_Shackled_No_Escape,,,,,Characters/SpellSlices/ghost_shackled_no_escape,,,,
Ghost_Flight_Hatch,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,8000,,5,0,6,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostShackledDamageTable,Spell_Shackled_Flight,,,,,Characters/SpellSlices/ghost_flight_hatch,,,,
Ghost_Flight_Weave,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,8000,,5,0,6,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostShackledDamageTable,Spell_Shackled_Flight,,,,,Characters/SpellSlices/ghost_flight_weave,,,,
Ghost_Flight_Circle_Wave,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,8000,,5,0,6,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,GhostShackledDamageTable,Spell_Shackled_Flight,,,,,Characters/SpellSlices/ghost_flight_circle_wave,,,,
Ghost_Flight_Wall,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,8000,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,-1,0,0,0,,,GhostShackledDamageTable,Spell_Shackled_Flight,,,,,Characters/SpellSlices/ghost_flight_wall,,,,
Ghost_Flight_Wall_Wave,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,8000,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,-1,0,0,0,,,GhostShackledDamageTable,Spell_Shackled_Flight,,,,,Characters/SpellSlices/ghost_flight_wall_wave,,,,
Undead_BloatedCorpse_SelfDestruct,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,5000,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,All,Elemental,AoE,false,,Sphere,,true,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,BloatedCorpseDamageTable,Spell_Self_Destruct,,,,,Characters/SpellSlices/undead_bloatedcorpse_self_destruct,,,,
Undead_Officer_ShieldActivate,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,5000,,5,0,2.200000047683716,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,UndeadOfficerDamageTable,Spell_Storm_Shield,,,,,Characters/SpellSlices/undead_officer_storm_shield_activate,,,,
Undead_Officer_AnchorSlam,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,5000,,5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,UndeadOfficerDamageTable,Spell_Anchor_Slam,,,,,Characters/SpellSlices/undead_officer_anchorslam,,,,
Undead_Officer_AnchorSlam_Water,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,5000,,5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,UndeadOfficerDamageTable,Spell_Anchor_Slam_Water,,,,,Characters/SpellSlices/undead_officer_anchorslam_water,,,,
Undead_Navigator_GroupBuff,Undead_DamageBuff,,,false,true,false,false,,false,false,false,false,false,,false,false,false,,true,1000,,5,0,5.5,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Friend,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/undead_navigator_buff_aoe,,,,
Undead_Brute_Spew,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,10000,,10,0,3,0,0,0,2,-1,2,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,4,0,0,0,0,,,UndeadBruteDamageTable,Spell_Spew,,,,,Characters/SpellSlices/undead_brute_spew,,,,
Undead_Brute_Consume,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,1000,,5,0,5,0,0,0,12,0,4,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Friend,Elemental,Direct,true,,Sphere,,false,true,false,true,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,UndeadBruteDamageTable,Spell_Consume,,,,,Characters/SpellSlices/undead_brute_consume,,,,
Undead_Pirate_Brute_Door_Blast,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,10000,,5,0,5,0,0,0,2,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,All,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,UndeadPirateBruteDamageTable,Spell_Door_Blast,,,,,Characters/SpellSlices/undead_pirate_brute_door_blast,,,,
AI_AdmiralBrute_Blackpowder,,,,false,false,false,false,,false,false,false,true,true,,false,true,true,,false,1000,,5,0,3,0,0,0,2,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,All,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,UndeadAdmiralBruteDamageTable,Blackpowder_Blast,,,,,Characters/SpellSlices/AdmiralBrute/undead_pirate_brute_blackpowder_1,,,,
AI_AdmiralBrute_BlackPowder_Area,,,,false,false,false,false,,false,false,true,true,true,,false,true,true,,false,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,All,Elemental,AoE,false,,,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,4,0,0,0,0,,,,,,,,,Characters/SpellSlices/AdmiralBrute/AdmiralBrute_BlackPowder_Area,,,,
AI_AdmiralBrute_BlackPowder_BarrelDeath_NoFire,,,,false,false,false,false,,false,false,false,true,true,,false,true,true,,false,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,All,Elemental,AoE,false,,,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,4,0,0,0,0,,,,,,,,,Characters/SpellSlices/AdmiralBrute/AdmiralBrute_BlackPowder_Area,,,,
AI_AdmiralBrute_Blackpowder_BarrelDeath_Fire,,,,false,false,false,false,,false,false,false,true,true,,false,true,true,,false,1000,,5,0,5,0,0,0,2,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,All,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,UndeadAdmiralBruteDamageTable,Blackpowder_Blast,,,,,Characters/SpellSlices/AdmiralBrute/AdmiralBrute_Blackpowder_BarrelDeathFire,,,,
AI_AdmiralBrute_CannonStorm,,,,false,false,false,false,,false,false,true,true,true,,false,true,true,,false,15000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,All,Elemental,AoE,false,,,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/AdmiralBrute/AdmiralBrute_CannonStorm_Wave,,,,
AI_AdmiralBrute_CannonRain_Targeted,,,,false,true,false,false,,false,false,true,true,true,,false,true,true,,false,-1,,5,0,0.10000000149011612,0,0,0,12,20,0.10000000149011612,0,0,0,0,0,false,,0,0,1000,0,,,,0,false,false,false,All,Elemental,AoE,false,,,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/AdmiralBrute/AdmiralBrute_CannonRain_Targeted,Characters/SpellSlices/AdmiralBrute/Admiral_CannonRain_Single,,,
AI_AdmiralBrute_CannonRain_Targeted_Apply,AI_AdmiralBrute_CannonRain_Targeted_Cast,,,false,false,false,false,,false,false,true,true,true,,false,false,false,,true,1000,,2.5,0,60,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/AdmiralBrute/AdmiralBrute_CannonRain_Targeted_Apply,,,,
AI_AdmiralBrute_BarrelLob_TargetMarker,AI_AdmiralBrute_BarrelLob_TargetMarker,,,false,false,false,false,,false,false,true,true,true,,false,false,false,,true,150,,5,0,1,0,0,0,2,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Direct,false,,,,false,true,false,false,false,,AI_Ranged_AOE,Basic,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
AI_AdmiralBrute_BlackPowderTrail,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,-1,,5,0,1,0,0,0,0,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Burnout,false,,Sphere,,false,true,true,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Items/Weapons/spell_aoe_leadership,,AI_AdmiralBrute_BlackPowderTrail_Spawn,,
AI_AdmiralBrute_BlackPowderTrail_Spawn,,,,false,false,false,false,,false,false,false,false,false,,false,true,true,,false,8500,,5,0,2,0,0,0,4,5,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,true,false,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Characters/SpellSlices/AdmiralBrute/AdmiralBrute_BlackPowder_Bomber,,,,
AI_AdmiralBrute_RemoveCannonBall,AI_AdmiralBrute_RemoveCannonBall,,,false,false,false,false,,false,false,true,true,true,,false,true,true,,false,5000,,25,0,100,0,0,0,12,0,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,true,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
Undead_Shaman_Lightning_Strike,,,,false,false,false,false,,false,false,true,false,false,,false,true,true,,false,5000,,5,0,2.5,0,0,0,12,20,0,0,0,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Sphere,,false,true,false,false,false,,AI_Ranged_AOE,AlignSpawnsWithTerrain,,0,0,0,0,0,0,0,0,0,0,0,0,,,UndeadShamanDamageTable,Undead_Shaman_Lightning_Strike,,,,,Characters/SpellSlices/Undead_Shaman_Lightning_Strike,,,,
Undead_Shaman_Chain_Lightning,AI_UndeadShamanChainDamage,,,false,true,false,false,,false,false,false,true,true,,false,false,false,,true,0,,0,0,8,0,0,0,0,0,0,0,0,0,0.30000001192092896,3,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,Chain,false,,Sphere,Lightning,true,false,false,true,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,wFX_Lightning_Range.Chain,,Characters/SpellSlices/spell_aoe_generic_PlayerOnly,,,,
Withered_Swarmancer_UnleashSwarm,,,,false,false,false,false,,false,false,true,true,true,,false,true,true,,false,5000,,5,0,4.300000190734863,0,0,0,2,0,0,30,0.30000001192092896,0,0,0,false,,0,0,,0,,,,0,false,false,false,Enemy,Elemental,AoE,false,,Wedge,,false,true,false,false,false,,,,,0,0,0,0,0,0,0,0.4000000059604645,0,0,0,0,,,WitheredSwarmancerDamageTable,Unleash_Swarm,,,,,Characters/SpellSlices/Withered_Swarmancer/Withered_Swarmancer_UnleashSwarm,,,,
