TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_0202_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_0202_tasks_first_container,M_ReturnToGiver,,,
FM_0202_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_0202_leg_A_task,FM_0202_leg_B_task,FM_0202_leg_C_task,,
FM_0202_leg_A_task,TaskKillContribution,,0,6,,,0,0,true,,abandoned_village_40256,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0202_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40260,,,true,,false,,,,,,,,Pirate,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0202_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,lumbermill_40202,,,true,,false,,,,,,,,Corrupted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0203_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_0203_tasks_first_container,M_ReturnToGiver,,,
FM_0203_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_0203_leg_A_task,FM_0203_leg_B_task,FM_0203_leg_C_task,,
FM_0203_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,lumbermill_40202,,,true,,false,,,,,,,,Corrupted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0203_leg_B_task,TaskKillContribution,,0,4,,,0,0,true,,abandoned_village_40258,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0203_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40257,,,true,,false,,,,,,,,Anguished,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0204_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_0204_tasks_first_container,M_ReturnToGiver,,,
FM_0204_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_0204_leg_A_task,FM_0204_leg_B_task,FM_0204_leg_C_task,,
FM_0204_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40260,,,true,,false,,,,,,,,Pirate,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0204_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40261,,,true,,false,,,,,,,,Anointed,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0204_leg_C_task,TaskKillContribution,,0,6,,,0,0,true,,abandoned_village_40262,,,true,,false,,,,,,,,Anointed,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0205_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_0205_tasks_first_container,M_ReturnToGiver,,,
FM_0205_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_0205_leg_A_task,FM_0205_leg_B_task,FM_0205_leg_C_task,,
FM_0205_leg_A_task,TaskKillContribution,,0,6,,,0,0,true,,abandoned_village_40263,,,true,,false,,,,,,,,Anointed,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0205_leg_B_task,TaskKillContribution,,0,4,,,0,0,true,,abandoned_village_40264,,,true,,false,,,,,,,,Anointed,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0205_leg_C_task,TaskKillContribution,,0,1,,,0,0,true,,graveyard_40327,,,true,,false,,,,,,,,Undead_GraveDigger_Named_02,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0206_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_0206_tasks_first_container,M_ReturnToGiver,,,
FM_0206_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_0206_leg_A_task,FM_0206_leg_B_task,FM_0206_leg_C_task,,
FM_0206_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40257,,,true,,false,,,,,,,,Anguished,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0206_leg_B_task,TaskKillContribution,,0,3,,,0,0,true,,abandoned_village_40258,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0206_leg_C_task,TaskKillContribution,,0,3,,,0,0,true,,abandoned_village_40259,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0207_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_0207_tasks_first_container,M_ReturnToGiver,,,
FM_0207_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_0207_leg_A_task,FM_0207_leg_B_task,FM_0207_leg_C_task,,
FM_0207_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40249,,,true,,false,,,,,,,,Mindstruck,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0207_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_farm_village_40251,,,true,,false,,,,,,,,Mindstruck,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0207_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40252,,,true,,false,,,,,,,,Mindstruck,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0208_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_0208_tasks_first_container,M_ReturnToGiver,,,
FM_0208_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_0208_leg_A_task,FM_0208_leg_B_task,FM_0208_leg_C_task,,
FM_0208_leg_A_task,TaskKillContribution,,0,5,,,0,0,true,,abandoned_village_40250,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0208_leg_B_task,TaskKillContribution,,0,5,,,0,0,true,,abandoned_village_40249,,,true,,false,,,,,,,,Mindstruck,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0208_leg_C_task,TaskKillContribution,,0,5,,,0,0,true,,abandoned_village_40252,,,true,,false,,,,,,,,Mindstruck,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0209_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_0209_tasks_first_container,M_ReturnToGiver,,,
FM_0209_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_0209_leg_A_task,FM_0209_leg_B_task,FM_0209_leg_C_task,,
FM_0209_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,cave_40229,,,true,,false,,,,,,,,Bronzeroot,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0209_leg_B_task,TaskKillContribution,,0,6,,,0,0,true,,cave_40248,,,true,,false,,,,,,,,Bronzeroot,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0209_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,green_defile_40268,,,true,,false,,,,,,,,Bronzeroot,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0210_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_0210_tasks_first_container,M_ReturnToGiver,,,
FM_0210_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_0210_leg_A_task,FM_0210_leg_B_task,FM_0210_leg_C_task,,
FM_0210_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,corrupted_camp_40335,,,true,,false,,,,,,,,Corrupted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0210_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,mine_40306,,,true,,false,,,,,,,,Corrupted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_0210_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,corrupted_camp_40336,,,true,,false,,,,,,,,Corrupted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0201_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_S_0201_tasks_first_container,M_ReturnToGiver,,,
FM_S_0201_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_S_0201_leg_A_task,FM_S_0201_leg_B_task,FM_S_0201_leg_C_task,,
FM_S_0201_leg_A_task,TaskKillContribution,,0,5,,,0,0,true,,abandoned_village_40254,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0201_leg_B_task,TaskKillContribution,,0,6,,,0,0,true,,abandoned_village_40328,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0201_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40310,,,true,,false,,,,,,,,Nightmare,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0202_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_S_0202_tasks_first_container,M_ReturnToGiver,,,
FM_S_0202_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_S_0202_leg_A_task,FM_S_0202_leg_B_task,FM_S_0202_leg_C_task,,
FM_S_0202_leg_A_task,TaskKillContribution,,0,6,,,0,0,true,,abandoned_village_40256,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0202_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40260,,,true,,false,,,,,,,,Pirate,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0202_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,lumbermill_40202,,,true,,false,,,,,,,,Corrupted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0203_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_S_0203_tasks_first_container,M_ReturnToGiver,,,
FM_S_0203_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_S_0203_leg_A_task,FM_S_0203_leg_B_task,FM_S_0203_leg_C_task,,
FM_S_0203_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,lumbermill_40202,,,true,,false,,,,,,,,Corrupted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0203_leg_B_task,TaskKillContribution,,0,4,,,0,0,true,,abandoned_village_40258,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0203_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40257,,,true,,false,,,,,,,,Anguished,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0204_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_S_0204_tasks_first_container,M_ReturnToGiver,,,
FM_S_0204_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_S_0204_leg_A_task,FM_S_0204_leg_B_task,FM_S_0204_leg_C_task,,
FM_S_0204_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40260,,,true,,false,,,,,,,,Pirate,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0204_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40261,,,true,,false,,,,,,,,Anointed,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0204_leg_C_task,TaskKillContribution,,0,6,,,0,0,true,,abandoned_village_40262,,,true,,false,,,,,,,,Anointed,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0205_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_S_0205_tasks_first_container,M_ReturnToGiver,,,
FM_S_0205_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_S_0205_leg_A_task,FM_S_0205_leg_B_task,FM_S_0205_leg_C_task,,
FM_S_0205_leg_A_task,TaskKillContribution,,0,6,,,0,0,true,,abandoned_village_40263,,,true,,false,,,,,,,,Anointed,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0205_leg_B_task,TaskKillContribution,,0,4,,,0,0,true,,abandoned_village_40264,,,true,,false,,,,,,,,Anointed,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0205_leg_C_task,TaskKillContribution,,0,1,,,0,0,true,,graveyard_40327,,,true,,false,,,,,,,,Undead_GraveDigger_Named_02,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0206_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_S_0206_tasks_first_container,M_ReturnToGiver,,,
FM_S_0206_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_S_0206_leg_A_task,FM_S_0206_leg_B_task,FM_S_0206_leg_C_task,,
FM_S_0206_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40257,,,true,,false,,,,,,,,Anguished,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0206_leg_B_task,TaskKillContribution,,0,3,,,0,0,true,,abandoned_village_40258,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0206_leg_C_task,TaskKillContribution,,0,3,,,0,0,true,,abandoned_village_40259,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0207_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_S_0207_tasks_first_container,M_ReturnToGiver,,,
FM_S_0207_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_S_0207_leg_A_task,FM_S_0207_leg_B_task,FM_S_0207_leg_C_task,,
FM_S_0207_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40249,,,true,,false,,,,,,,,Mindstruck,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0207_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_farm_village_40251,,,true,,false,,,,,,,,Mindstruck,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0207_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40252,,,true,,false,,,,,,,,Mindstruck,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0208_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_S_0208_tasks_first_container,M_ReturnToGiver,,,
FM_S_0208_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_S_0208_leg_A_task,FM_S_0208_leg_B_task,FM_S_0208_leg_C_task,,
FM_S_0208_leg_A_task,TaskKillContribution,,0,5,,,0,0,true,,abandoned_village_40250,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0208_leg_B_task,TaskKillContribution,,0,5,,,0,0,true,,abandoned_village_40249,,,true,,false,,,,,,,,Mindstruck,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0208_leg_C_task,TaskKillContribution,,0,5,,,0,0,true,,abandoned_village_40252,,,true,,false,,,,,,,,Mindstruck,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0209_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_S_0209_tasks_first_container,M_ReturnToGiver,,,
FM_S_0209_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_S_0209_leg_A_task,FM_S_0209_leg_B_task,FM_S_0209_leg_C_task,,
FM_S_0209_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,cave_40229,,,true,,false,,,,,,,,Bronzeroot,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0209_leg_B_task,TaskKillContribution,,0,6,,,0,0,true,,cave_40248,,,true,,false,,,,,,,,Bronzeroot,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0209_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,green_defile_40268,,,true,,false,,,,,,,,Bronzeroot,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0210_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_S_0210_tasks_first_container,M_ReturnToGiver,,,
FM_S_0210_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_S_0210_leg_A_task,FM_S_0210_leg_B_task,FM_S_0210_leg_C_task,,
FM_S_0210_leg_A_task,TaskKillContribution,,0,8,,,0,0,true,,corrupted_camp_40335,,,true,,false,,,,,,,,Corrupted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0210_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,mine_40306,,,true,,false,,,,,,,,Corrupted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_S_0210_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,corrupted_camp_40336,,,true,,false,,,,,,,,Corrupted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_C_0201_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_C_0201_tasks_first_container,M_ReturnToGiver,,,
FM_C_0201_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_C_0201_leg_A_task,FM_C_0201_leg_B_task,FM_C_0201_leg_C_task,,
FM_C_0201_leg_A_task,TaskKillContribution,,0,5,,,0,0,true,,abandoned_village_40254,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_C_0201_leg_B_task,TaskKillContribution,,0,6,,,0,0,true,,abandoned_village_40328,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_C_0201_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40310,,,true,,false,,,,,,,,Nightmare,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_C_0202_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,false,,,,,,,,,,FM_C_0202_tasks_first_container,M_ReturnToGiver,,,
FM_C_0202_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,,false,,false,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,,FM_C_0202_leg_A_task,FM_C_0202_leg_B_task,FM_C_0202_leg_C_task,,
FM_C_0202_leg_A_task,TaskKillContribution,,0,6,,,0,0,true,,abandoned_village_40256,,,true,,false,,,,,,,,Haunted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_C_0202_leg_B_task,TaskKillContribution,,0,8,,,0,0,true,,abandoned_village_40260,,,true,,false,,,,,,,,Pirate,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
FM_C_0202_leg_C_task,TaskKillContribution,,0,8,,,0,0,true,,lumbermill_40202,,,true,,false,,,,,,,,Corrupted,,0,,,,,,,,,,,,,,,,0,,@objective_mission_kill_generic_at_POI,,,,,false,,,,,,,,,,,,,,
