AbilityID,DisplayName,Description,UICategory,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,WeaponTag,RequiredAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,IsStackableAbility,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnEventPassiveConditionsPass,OnKill,OnExecuted,OnHit,OnBlockedHit,OnHitBehind,OnCrit,OnCritTaken,OnHeadShot,OnLegShot,OnHitTaken,OnDeath,OnDeathsDoor,OnHasDied,OnBlockBreak,OnTargetBlockBreak,OnTargetSet,OnContributedKill,OnHealthChanged,OnStatusEffectApplied,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,ResetConsecutiveOnSuccess,DamageIsRanged,DamageIsMelee,AllowSelfDamageForHitEvents,ForceShowNameTag,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,DamageTypes,CheckOwnedStatusEffects,StatusEffect,StatusEffectCategories,StatusEffectStackSize,StatusEffectComparison,DontHaveStatusEffect,StatusEffectBeingApplied,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,NumAroundMe,NumAroundComparisonType,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,BaseDamage,BaseDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,StaggerDamage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,PhysicalArmor,ElementalArmor,LinearlyScaleToDistance,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,ManaRate,MaxMana,DamageTableRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,PowerLevelOverride,EnableCrit,PerStatusEffectOnTarget,ForceTakeStaminaDamage,CastSpell,SelfApplyStatusEffect,OtherApplyStatusEffect,SelfApplyStatusEffectDurations,DoNotUnequipSelfAppliedSE,SetPotencyAsCount,MultiplyRemovedByPotency,OnlyChangeOwnedStatusEffects,NumStatusEffectsToRemove,NumStatusEffectStacksToRemove,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,TargetStatusEffectDurationList,TargetStatusEffectDurationMod,ActivationCooldown,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus
AI_AdmiralBrute_BarrelDeath_NoFire,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,AI_AdmiralBrute_BarrelNoFireDamage,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,AI_AdmiralBrute_BlackPowder_BarrelDeath_NoFire,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_AdmiralBrute_BarrelExplode,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,,,,,,,false,,,,,,,,,,,,0,,,AI_AdmiralBrute_BarrelExplode,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,"AI_AdmiralBrute_Blackpowder_Cast,AI_AdmiralBrute_BomberKill",,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_TSE_BlockStagDamageIncrease10PCT,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0.10000000149011612,0,,,,0.10000000149011612,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_TSE_BlockStagDamageDecrease10PCT,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,-0.10000000149011612,0,,,,-0.10000000149011612,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_TSE_BlockStabilityIncrease10PCT,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0.10000000149011612,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_TSE_BlockStabilityDecrease10PCT,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,-0.10000000149011612,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_TSE_KnockbackIncrease10PCT,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0.10000000149011612,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_TSE_KnockbackDecrease10PCT,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,-0.10000000149011612,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_TSE_StaggerResistIncrease10PCT,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0.10000000149011612,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_TSE_StaggerResistDecrease10PCT,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,-0.10000000149011612,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_TSE_BaseDamageIncrease10PCT,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0.10000000149011612,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_TSE_BaseDamageDecrease10PCT,,,,,,,,,,,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,-0.10000000149011612,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Test_NoKnockback,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,-1,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Test_OnlyDealR0,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,Reaction_Breakout,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Cyclops_Bloodshot_UnhallowedGrounds,,Applies Root for 4 secs based on whether or not the player is "marked" by the bloodshot SE,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,UnhallowedGrounds_AoE,,,,,,,,0,,,,CorruptedLegion_Cyclops_Rend_BloodShot,,0,Equal,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,CorruptedLegion_Cyclops_Root_UnhallowedGrounds,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Avalancher_Yeti_Detonate,,Detects Avalancher objects in range and detonates them ,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,"Tempest_Call,Glacier_Blade",,,,,,,,0,,,,Avalancher_Yeti,,0,Equal,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,Detonate,true
AI_Avalancher_Frostgrip_Detonate,,Detects Avalancher objects in range and detonates them ,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,"Tempest_Call,Glacier_Blade",,,,,,,,0,,,,Avalancher_Frostgrip,,0,Equal,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,Detonate,true
AI_Avalancher_Shivers_Detonate,,Detects Avalancher objects in range and detonates them ,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,"Tempest_Call,Glacier_Blade",,,,,,,,0,,,,Avalancher_Shivers,,0,Equal,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,Detonate,true
AI_Scaling_Pull_Knockback,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Spell_Gravity_Vortex,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,30,25,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Empress_WaveImmunity,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Corruption_Wave,,,,,,,,0,,,,AI_Empress_WaveImmunity,,0,NotEqual,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Naga_AncientGuardian_ArcaneWave,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Arcane_Wave,,,,,,,,0,,,,AI_Naga_AncientGuardian_Wave_Damage,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,Arcane_Wave_2,false,,,,,,,,,0,false,,,false,1,0,AbilitySpecific,Yeti_GlacierBlade_Damage,,,0,,,,0,,,,,,,,,false
AI_InqCleric_MinStamDMGReceived,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,,,,,,,false,,,,,,,"Light,Heavy,Ability",,,AI_InqCleric_Ignite_Cast,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_InqCleric_TakeMinStamDMG,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Feculent_PustulePop_Hit,,Cast PustulePop when Attack_Charge_Burst hit or is blocked,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Attack_ShoulderSlam,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,Withered_Feculent_PustulePop,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_SandElemental_Soldier_RockPile_Absorb,,Get absorbed by a Soldier doing Soldier's Vengeance,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,,,,,,,false,,,,,,,,,,AI_SandElemental_Soldier_Vengeance_AbsorbingNow,,0,,,AI_SandElemental_Soldier_RockPile_Absorb,,,0,Equal,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,"AI_SandElemental_Soldier_RockPile_Feed,AI_SandElemental_Soldier_RockPile_Health",,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Lost_Monarch_HolySmite,,Attack_HolySmite deals percentage damage,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Attack_HolySmite,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Scorpion_Sandworm_ApplyOnHit,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,AI_DesertScorpionImpaler_Poison_Sandworm,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Inert_Remnant_Death,,Inert Remnant explodes wiping out stamina,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,AI_Remnant_CoreOverload_Spell,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_AnubianBrute_Boss_Charge,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,AI_AnubianGuardian_Brute_Boss_BurningCharge,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Ezra_ForgeBreaker,,Ground slam attacks create an explosion,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Broken_1H_Ground_Pound,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,AI_Ezra_ForgeBreaker_Spell,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Gourdspewer_Plague_Buddy,,Adds Pumpkin Plague to specified attacks on hit,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,true,,,,"Attack_Swipe,Attack_Tendril",,,Light,"Slash,Strike",,AI_HalloweenPlaguer_PlagueBuddies,,0,Equal,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,AI_HalloweenPlaguer_PumpkinPlague,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_PillarGoat_Knockback,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Attack_Buck,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0.5,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Fleeting,,,,,,,,,,,,,,,,,false,,,,,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_Fleeting,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Legion_Signifer_HeroOfLegion,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,Legion_Equip_HeroOfLegion_StaminaHit,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,Legion_HeroOfLegion_StaminaHit,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Evil_Knight_Fire_Champion_Spin_Ability,,Spin to win.  This is the worst way to do things and I really don't recommend it.,,,,,,,"AI_Evil_Knight_Fire_Champion_Spin_F,AI_Evil_Knight_Fire_Champion_Spin_R,AI_Evil_Knight_Fire_Champion_Spin_B,AI_Evil_Knight_Fire_Champion_Spin_L",,,,,,,,true,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Evil_Knight_Fire_Champion_LavaTide_Ability,,Watching for damage ticks.,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,,,,,,,false,,,,,,,,,,,,0,,AI_Evil_Knight_Fire_Champion_SafeArea,AI_Evil_Knight_Fire_Champion_DangerCheck,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_Evil_Knight_Fire_Champion_DangerTick,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Evil_Knight_Fire_Champion_Overheat_L1,,,,,,,,,"AI_Evil_Knight_Fire_Champion_OverheatSpell_Phase01,AI_Evil_Knight_Fire_Champion_Overheat_L2_Ability",,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,,,,,,,false,,,,,,,,,,AI_Evil_Knight_Fire_Champion_Overheat,,3,GreaterThan,AI_Evil_Knight_Fire_Champion_Overheat_L2_Trans,AI_Evil_Knight_Fire_Champion_Overheat,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,"AI_Evil_Knight_Fire_Champion_OverheatSpell_Phase02,AI_Evil_Knight_Fire_Champion_Overheat_L2_Trans",,0,false,,,false,0,0,AbilitySpecific,AI_Evil_Knight_Fire_Champion_OverheatSpell_Phase01,,,0,,,,0,,,,,,,,,false
AI_Evil_Knight_Fire_Champion_Overheat_L2,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,,,,,,,false,,,,,,,,,,AI_Evil_Knight_Fire_Champion_Overheat,,6,GreaterThan,AI_Evil_Knight_Fire_Champion_OverheatSpell_Phase03,AI_Evil_Knight_Fire_Champion_Overheat,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_Evil_Knight_Fire_Champion_OverheatSpell_Phase03,,0,false,,,false,1,1,AbilitySpecific,AI_Evil_Knight_Fire_Champion_OverheatSpell_Phase02,,,0,,,,0,,,,,,,,,false
AI_Evil_Knight_Flamekeeper_Boss_Flame_Vacuum_Scale,,Scales pull distance of Vacuum,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Spell_Flame_Vacuum,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,60,50,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_Evil_Knight_Flamekeeper_Stop_Drop_And_Roll,,Removes Stop Drop and Roll when the player reaches 0 Stamina,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,,,,,false,,,,,,,,,,AI_Evil_Knight_Flamekeeper_Stop_Drop_And_Roll,,0,,,,,,0,,,,,,1,LessThan,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,1,1,AbilitySpecific,AI_Evil_Knight_Flamekeeper_Stop_Drop_And_Roll,,,0,,,,0,,,,,,,,,false
AI_Evil_Knight_Flamekeeper_Combustible,,Applies Combustion if stacks reach a threshold,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,,,,,,,false,,,,,,,,,,AI_Evil_Knight_Flamekeeper_Combustible,,10,GreaterThanOrEqual,,AI_Evil_Knight_Flamekeeper_Combustible,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_Evil_Knight_Flamekeeper_Combustion,,0,true,,,false,0,10,AbilitySpecific,AI_Evil_Knight_Flamekeeper_Combustible,,,0,,,,0,,,,,,,,,false
AI_BrotherUmberto_Scaling_Knockback,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,false,,,,Reunion,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,30,25,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_BrotherUmberto_ReunionCheck,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,,,,,,,false,,,,,,,,,,,,0,,,AI_BrotherUmberto_MinionDeath,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,Crouch,true
AI_IceDragon_EmpoweringLink_StackCheck_Apply,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,,,,,,,false,,,,,,,,,,AI_IceDragon_EmpoweringLink_Stack,,2,GreaterThanOrEqual,,AI_IceDragon_EmpoweringLink_Stack,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,AI_IceDragon_EmpoweringLink,,0,false,,,false,0,0,,,,,0,,,,0,,,,,,,,,false
AI_IceDragon_EmpoweringLink_StackCheck_Remove,,,,,,,,,,,,,,,,,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,,,,,false,,,,,,,,,,AI_IceDragon_EmpoweringLink_Stack,,2,LessThan,,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,0,,,,,,,,0,0,,,0,,,,,,,false,,,,,,,,,0,false,,,true,1,0,AbilitySpecific,AI_IceDragon_EmpoweringLink,,,0,,,,0,,,,,,,,,false
