AbilityID,DisplayName,Description,UICategory,UISpellForManaCheck,Icon,StatusEffectIcon,Sound,TelegraphStatusEffect,TelegraphCountOffset,OnEquipStatusEffect,EquipWhenUnsheathed,WeaponTag,RequiredAbilityId,RequiredEquippedAbilityId,TreeId,TreeRowPosition,TreeColumnPosition,IsActiveAbility,IsGlobalAbility,UnlockDefault,ScalingStrength,ScalingDexterity,ScalingIntelligence,ScalingSpirit,ScalingConstitution,OnKill,OnExecuted,OnHit,OnBlockedHit,OnHitBehind,OnCrit,OnCritTaken,OnHeadShot,OnLegShot,OnHitTaken,OnBlockedHitTaken,OnBlockBreak,OnTargetBlockBreak,OnDeath,OnDeathsDoor,OnHealed,OnHealthChanged,OnWeaponSwap,OnStatusEffectApplied,OnInActionLongEnough,RequireReaction,NumSuccessfulHits,NumConsecutiveHits,MaxConsecutiveHits,TrackHitCount,MaxTrackedHitCounts,ResetConsecutiveOnSuccess,NumberOfTrackedHits,NumberOfHitsComparisonType,ResetTrackedOnSuccess,AbilityIdToCheckForTrackedHits,DamageIsRanged,DamageIsMelee,ForceShowNameTag,HasGritActive,TargetHasGritActive,DamageTableRow,RemoteDamageTableRow,RangedAttackName,AttackType,DamageTypes,DamageCategory,IsInCombatState,IsNotInCombatState,CheckOwnedStatusEffects,StatusEffect,StatusEffectStackSize,StatusEffectComparison,StatusEffectCategories,DontHaveStatusEffect,StatusEffectBeingApplied,CheckStatusEffectsOnTargetOwned,TargetStatusEffect,TargetStatusEffectCategory,TargetStatusEffectStackSize,TargetStatusEffectComparison,TargetCollisionFilters,MyMarker,TargetMarker,MyHealthPercent,MyComparisonType,MyStaminaPercent,MyStaminaComparisonType,TargetHealthPercent,TargetComparisonType,DistFromDefender,DistComparisonType,NumAroundMe,NumAroundComparisonType,AbilityOnCooldownOptions,AbilitiesOnCooldown,AbilityCooldownComparisonType,AbilityList,AbilityTrigger,InAction,InActionTime,AfterAction,BaseDamage,BaseDamageReduction,CritDamageReduction,BlockDamage,BlockDamageReduction,CritDamage,CritChance,HeadshotDamage,stagger damage,StaggerDamageReduction,HitRateDmg,HitRateDmgReduction,HealthDamageMitigation,ThreatDamage,ArmorPenetration,PhysicalArmor,ElementalArmor,Knockback,WeaponAccuracy,Health,DmgPctToHealth,MaxHealth,Mana,MaxMana,Stamina,DamageTableRowOverride,StatusEffectDamageTableRowOverride,ForceStatusEffectDamageTableRow,RangedAttackNameOverride,PowerLevelOverride,EnableCrit,CanBlockRangedOverride,PerStatusEffectOnSelf,PerStatusEffectOnSelfMax,PerStatusEffectOnTarget,DisableApplyPerStatusEffectStack,ForceTakeStaminaDamage,CastSpell,SelfApplyStatusEffect,OtherApplyStatusEffect,DoNotUnequipSelfAppliedSE,SetPotencyAsCount,MultiplyRemovedByPotency,OnlyChangeOwnedStatusEffects,NumStatusEffectsToRemove,NumStatusEffectStacksToRemove,RemoveStatusEffects,StatusEffectsList,StatusEffectCategoriesList,RemoveTargetStatusEffectsList,RemoveTargetStatusEffectCats,ConsumeTargetStatusEffectMult,StatusEffectDurationReduction,StatusEffectDurationCats,StatusEffectDurationMod,StatusEffectDurationMult,TargetStatusEffectDurationList,TargetStatusEffectDurationMod,ActivationCooldown,Duration,CooldownId,CDRImmediatelyOptions,ResetCooldownTimers,CooldownTimer,NumFreeCooldownsPerUse,MaxHitCountMultiplier,SetMannequinTag,SetMannequinTagStatus
Helper_Greatsword_Stance_Defense_ThreatAdd,,,,,,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,Greatsword_Stance_Defense,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0.25,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Greatsword_Stance_Offense_CritChance,,,,,,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,"Light,Heavy",,,false,,,Greatsword_Stance_Offense,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0.15000000596046448,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Greatsword_Stance_Defense_BlockStability,,,,,,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,Greatsword_Stance_Defense,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0.20000000298023224,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Passive_Greatsword_Def_8_BlockForRegen,,,Magic Damage,,lyshineui/images/icons/abilities/voidmagic_Ability04_Mod04.png,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,,0,,,Greatsword_Passive_BlockHeal,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Passive_BlockCount,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Passive_Greatsword_Def_8_BlockCounter,,,,,,,,,,,false,Greatsword,,Passive_Greatsword_Def_8,0,0,0,false,false,false,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,Greatsword_Passive_BlockCount,2,GreaterThanOrEqual,,,Greatsword_Passive_BlockCount,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,Greatsword_Passive_BlockHeal,,,,,,0,,All,Greatsword_Passive_BlockCount,,,,,,,0,0,,,10,0,,,,0,,,,
Ultimate_Greatsword_Offense_OLD_HitCounter,,,Melee Damage,,lyshineui/images/icons/abilities/sword_Passive01.png,,,,,,false,Greatsword,,,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,true,0,,5,GreaterThanOrEqual,true,,,false,,,,,,,,,,false,,,,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Ultimate_Greatsword_Offense_1_OLD_Cooldown1,,,Melee Damage,,lyshineui/images/icons/abilities/sword_Passive01.png,,,,,,false,Greatsword,,Ultimate_Greatsword_Offense,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,5,GreaterThanOrEqual,false,Ultimate_Greatsword_Offense,,false,,,,,,,,,,false,,,,0,,,Greatsword_Stance_Offense,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,ActiveWeapon,,-0.029999999329447746,,,,
Helper_Ultimate_Greatsword_Offense_2_OLD_Cooldown2,,,Melee Damage,,lyshineui/images/icons/abilities/sword_Passive01.png,,,,,,false,Greatsword,,Ultimate_Greatsword_Offense,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,5,GreaterThanOrEqual,false,Ultimate_Greatsword_Offense,,false,,,,,,,,,,false,,,Greatsword_Stance_Offense,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,ActiveWeapon,,-0.10000000149011612,,,,
Helper_Passive_Greatsword_Def_8_BleedWhileRegen,,,,,,,,,,,false,Greatsword,,Passive_Greatsword_Def_8,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,Greatsword_Passive_BlockHeal,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0,,,,0,,Common_DamageOverTime_Override,true,,,,false,false,0,,false,,,,Greatsword_Stacking_Bleed,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
Helper_Ultimate_Greatsword_Defense_MoreHealDef,,,,,,,,,,,false,Greatsword,,Ultimate_Greatsword_Defense,0,0,0,false,false,false,,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,false,0,,0,,false,,,false,,,,,,,,,,false,,,Greatsword_Stance_Defense,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,0,0,,0,0,0,0,,,,,,,0,0,,,,,,0.20000000298023224,,,,0,,,false,,,,false,false,0,,false,,,,,,,,,0,,,,,,,,,,0,0,,,0,0,,,,0,,,,
